[2026-03-17T09:06:06.242Z] GET https://quietmade.jp/ → pending (?ms, ?B)
[2026-03-17T09:06:10.953Z] GET https://marimon4.github.io/quiet-made-demos/ → 301 (213ms, ?B)
[2026-03-17T09:06:11.167Z] GET http://quiet-made.jp/ → 404 (213ms, 9379B)
[2026-03-17T09:35:10.500Z] GET file:///Users/marika/Downloads/quiet-made-templates/shokunin-template.html → 200 (42ms, 3082391B)
[2026-03-17T09:35:10.551Z] GET https://fonts.googleapis.com/css2?family=Cormorant+Garamond:ital,wght@0,300;0,400;0,600;1,300;1,400&family=Noto+Serif+JP:wght@200;300;400&family=Bebas+Neue&display=swap → 200 (91ms, 356648B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMbNmuY2Q3X88.woff2 → 200 (102ms, 33388B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/bebasneue/v16/JTUSjIg69CK48gW7PXoo9WlhyyTh89Y.woff2 → 200 (82ms, 8596B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.111.woff2 → 200 (83ms, 21612B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.116.woff2 → 200 (73ms, 21092B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.117.woff2 → 200 (82ms, 15440B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/cormorantgaramond/v21/co3bmX5slCNuHLi8bLeY9MK7whWMhyjYqXtKky2F7g.woff2 → 200 (93ms, 37776B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/cormorantgaramond/v21/co3ZmX5slCNuHLi8bLeY9MK7whWMhyjYrEtImSqn7B6D.woff2 → 200 (94ms, 39304B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.114.woff2 → 200 (59ms, 18976B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.113.woff2 → 200 (65ms, 19748B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.119.woff2 → 200 (109ms, 108068B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.87.woff2 → 200 (66ms, 24784B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.100.woff2 → 200 (81ms, 26348B)
[2026-03-17T09:35:10.758Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.98.woff2 → 200 (81ms, 23788B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.108.woff2 → 200 (93ms, 23264B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.107.woff2 → 200 (81ms, 21432B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.115.woff2 → 200 (92ms, 20548B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.109.woff2 → 200 (91ms, 19748B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.110.woff2 → 200 (100ms, 21596B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.112.woff2 → 200 (100ms, 21108B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.70.woff2 → 200 (100ms, 26736B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.14.woff2 → 200 (109ms, 103448B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.13.woff2 → 200 (109ms, 94648B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.93.woff2 → 200 (101ms, 22716B)
[2026-03-17T09:35:10.759Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.105.woff2 → 200 (92ms, 23136B)
[2026-03-17T09:35:10.760Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.104.woff2 → 200 (107ms, 22980B)
[2026-03-17T09:35:10.760Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.106.woff2 → 200 (107ms, 25716B)
[2026-03-17T09:35:10.760Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.94.woff2 → 200 (107ms, 23564B)
[2026-03-17T09:35:10.760Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.12.woff2 → 200 (108ms, 90408B)
[2026-03-17T09:35:10.760Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.67.woff2 → 200 (91ms, 24812B)
[2026-03-17T09:35:10.760Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.86.woff2 → 200 (91ms, 23084B)
[2026-03-17T09:35:10.760Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.103.woff2 → 200 (107ms, 22036B)
[2026-03-17T09:35:16.975Z] GET file:///Users/marika/Downloads/quiet-made-templates/modern-wa-template.html → 200 (2ms, 2890402B)
[2026-03-17T09:35:16.983Z] GET https://fonts.googleapis.com/css2?family=Cormorant+Garamond:ital,wght@0,300;0,400;1,300;1,400&family=Noto+Serif+JP:wght@200;300;400&family=DM+Serif+Display:ital@0;1&display=swap → 200 (74ms, ?B)
[2026-03-17T09:35:17.128Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMbNmuY2Q3X88.woff2 → 200 (1ms, 33388B)
[2026-03-17T09:35:17.128Z] GET https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2xWr53A.woff2 → 200 (34ms, 17660B)
[2026-03-17T09:35:17.128Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.117.woff2 → 200 (1ms, 15440B)
[2026-03-17T09:35:17.128Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.112.woff2 → 200 (2ms, 21108B)
[2026-03-17T09:35:17.128Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.98.woff2 → 200 (2ms, 23788B)
[2026-03-17T09:35:17.128Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.119.woff2 → 200 (6ms, 108068B)
[2026-03-17T09:35:17.128Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.105.woff2 → 200 (2ms, 23136B)
[2026-03-17T09:35:17.128Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.115.woff2 → 200 (4ms, 20548B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.114.woff2 → 200 (2ms, 18976B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.111.woff2 → 200 (2ms, 21612B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.110.woff2 → 200 (5ms, 21596B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.113.woff2 → 200 (3ms, 19748B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.116.woff2 → 200 (3ms, 21092B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.104.woff2 → 200 (4ms, 22980B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.103.woff2 → 200 (4ms, 22036B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.106.woff2 → 200 (4ms, 25716B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.109.woff2 → 200 (4ms, 19748B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.107.woff2 → 200 (4ms, 21432B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.95.woff2 → 200 (23ms, 22112B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.87.woff2 → 200 (5ms, 24784B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.73.woff2 → 200 (23ms, 25936B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.118.woff2 → 200 (23ms, 24412B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.99.woff2 → 200 (33ms, 25552B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.82.woff2 → 200 (33ms, 25044B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.90.woff2 → 200 (32ms, 23856B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.108.woff2 → 200 (5ms, 23264B)
[2026-03-17T09:35:17.129Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.49.woff2 → 200 (34ms, 81908B)
[2026-03-17T09:35:42.361Z] GET file:///Users/marika/Downloads/quiet-made-templates/senshoku-template.html → 200 (1ms, 2672334B)
[2026-03-17T09:35:42.367Z] GET https://fonts.googleapis.com/css2?family=Noto+Serif+JP:wght@200;300;400&family=Cormorant+Garamond:ital,wght@0,300;0,400;1,300;1,400&family=Shippori+Mincho:wght@400;500;600&display=swap → 200 (129ms, 700624B)
[2026-03-17T09:35:42.612Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMbNmuY2Q3X88.woff2 → 200 (14ms, 33388B)
[2026-03-17T09:35:42.612Z] GET https://fonts.gstatic.com/s/shipporimincho/v17/VdGDAZweH5EbgHY6YExcZfDoj0B4L9am4ZEI5-7s2xZbIDLfwlghWkaUqSYfzWdYeCMQ.114.woff2 → 200 (32ms, 10568B)
[2026-03-17T09:35:42.612Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.116.woff2 → 200 (14ms, 21092B)
[2026-03-17T09:35:42.612Z] GET https://fonts.gstatic.com/s/notoserifjp/v33/xn7mYHs72GKoTvER4Gn3b5eMXNukZEY1FdvPydaYCaeub8TUnmzwwRURhX8K-w.119.woff2 → 200 (14ms, 108068B)
